Order_ID,Order_Date,Customer_City,Product_Category,Product_Item,Quantity,Unit_Price,Unit_Cost,Shipping_Cost,Courier_Partner,Transit_Days,Order_Status
GLM-10839,2026-04-26,Pune,Gardening Tools,Watering Can 5L,1,350,140,48,Delhivery,2,Delivered
GLM-10840,2026-03-24,Kochi,Organic Fertilizers,Liquid Seaweed Extract,1,300,110,155,Delhivery,4,Delivered
GLM-10841,2026-01-16,Bengaluru,Gardening Tools,Premium Pruning Shears,1,650,260,72,Delhivery,2,Delivered
GLM-10842,2026-04-08,Hyderabad,Planters & Pots,Self-Watering Plastic Pot,1,220,90,106,Shadowfax,4,Delivered
GLM-10843,2026-02-13,Kolkata,Gardening Tools,Ergonomic Hand Trowel,1,180,70,47,Delhivery,5,Delivered
GLM-10844,2026-03-22,Bengaluru,Organic Fertilizers,Neem Cake Powder 2kg,2,250,90,138,Delhivery,4,Delivered
GLM-10845,2026-03-09,Hyderabad,Gardening Tools,Ergonomic Hand Trowel,2,180,70,49,Delhivery,5,Delivered
GLM-10846,2026-05-23,Kolkata,Live Plants,Indoor Fern,1,350,120,56,Bluedart,1,Delivered
GLM-10847,2026-02-11,Kolkata,Planters & Pots,Ceramic Mandala Pot,4,800,320,135,Delhivery,2,Delivered
GLM-10848,2026-05-24,Kolkata,Planters & Pots,Terracotta Clay Pot Set,1,500,200,95,Shadowfax,5,Delivered
GLM-10849,2026-02-22,Hyderabad,Organic Fertilizers,Vermicompost 5kg,2,400,150,120,Delhivery,3,Delivered
GLM-10850,2026-05-15,Delhi NCR,Planters & Pots,Ceramic Mandala Pot,1,800,320,91,Delhivery,2,Delivered
GLM-10851,2026-03-14,Mumbai,Planters & Pots,Terracotta Clay Pot Set,1,500,200,95,Bluedart,2,Delivered
GLM-10852,2026-04-28,Kolkata,Planters & Pots,Self-Watering Plastic Pot,3,220,90,92,Shadowfax,4,Delivered
GLM-10853,2026-04-26,Chennai,Organic Fertilizers,Vermicompost 5kg,2,400,150,123,Shadowfax,6,Delivered
GLM-10854,2026-01-19,Kochi,Live Plants,Money Plant,1,250,80,53,Bluedart,2,Delivered
GLM-10855,2026-02-11,Kochi,Planters & Pots,Terracotta Clay Pot Set,1,500,200,121,Shadowfax,5,Delivered
GLM-10856,2026-04-21,Hyderabad,Organic Fertilizers,Neem Cake Powder 2kg,1,250,90,176,Delhivery,3,Delivered
GLM-10857,2026-04-10,Kolkata,Gardening Tools,Watering Can 5L,1,350,140,79,Bluedart,2,Delivered
GLM-10858,2026-02-17,Kochi,Planters & Pots,Ceramic Mandala Pot,1,800,320,131,Delhivery,5,Delivered
GLM-10859,2026-02-09,Kolkata,Live Plants,Succulent Trio,1,450,150,48,Bluedart,2,Delivered
GLM-10860,2026-03-18,Pune,Planters & Pots,Terracotta Clay Pot Set,1,500,200,122,Shadowfax,4,Returned
GLM-10861,2026-01-28,Kochi,Planters & Pots,Ceramic Mandala Pot,1,800,320,112,Shadowfax,8,Delivered
GLM-10862,2026-03-07,Mumbai,Live Plants,Bonsai Tree,2,1200,450,65,Delhivery,3,Delivered
GLM-10863,2026-01-12,Mumbai,Planters & Pots,Self-Watering Plastic Pot,1,220,90,118,Shadowfax,7,Delivered
GLM-10864,2026-03-09,Chennai,Organic Fertilizers,Vermicompost 5kg,1,400,150,163,Shadowfax,8,Delivered
GLM-10865,2026-01-28,Kochi,Live Plants,Bonsai Tree,1,1200,450,69,Bluedart,1,Delivered
GLM-10866,2026-04-14,Kolkata,Gardening Tools,Watering Can 5L,2,350,140,65,Shadowfax,6,Delivered
GLM-10867,2026-03-19,Mumbai,Organic Fertilizers,Vermicompost 5kg,1,400,150,132,Bluedart,1,Delivered
GLM-10868,2026-01-07,Pune,Planters & Pots,Self-Watering Plastic Pot,1,220,90,140,Bluedart,2,Delivered
GLM-10869,2026-05-18,Pune,Live Plants,Succulent Trio,2,450,150,47,Bluedart,2,Delivered
GLM-10870,2026-02-12,Delhi NCR,Planters & Pots,Terracotta Clay Pot Set,1,500,200,126,Delhivery,3,Delivered
GLM-10871,2026-04-11,Bengaluru,Gardening Tools,Premium Pruning Shears,1,650,260,71,Shadowfax,7,Delivered
GLM-10872,2026-05-29,Hyderabad,Live Plants,Money Plant,1,250,80,71,Shadowfax,8,Delivered
GLM-10873,2026-03-01,Bengaluru,Live Plants,Money Plant,1,250,80,66,Shadowfax,4,Delivered
GLM-10874,2026-05-02,Mumbai,Planters & Pots,Self-Watering Plastic Pot,3,220,90,91,Delhivery,5,Delivered
GLM-10875,2026-02-11,Hyderabad,Organic Fertilizers,Neem Cake Powder 2kg,1,250,90,178,Bluedart,3,Delivered
GLM-10876,2026-03-28,Kolkata,Organic Fertilizers,Neem Cake Powder 2kg,2,250,90,163,Delhivery,5,Delivered
GLM-10877,2026-04-03,Kolkata,Organic Fertilizers,Liquid Seaweed Extract,1,300,110,128,Shadowfax,4,Delivered
GLM-10878,2026-02-14,Pune,Organic Fertilizers,Liquid Seaweed Extract,1,300,110,133,Delhivery,5,Delivered
GLM-10879,2026-05-23,Bengaluru,Live Plants,Succulent Trio,2,450,150,72,Delhivery,3,Delivered
GLM-10880,2026-01-09,Mumbai,Gardening Tools,Ergonomic Hand Trowel,1,180,70,71,Bluedart,1,Delivered
GLM-10881,2026-03-08,Chennai,Gardening Tools,Premium Pruning Shears,2,650,260,72,Shadowfax,6,Delivered
GLM-10882,2026-01-27,Bengaluru,Planters & Pots,Terracotta Clay Pot Set,3,500,200,129,Bluedart,1,Delivered
GLM-10883,2026-01-27,Bengaluru,Live Plants,Indoor Fern,1,350,120,58,Bluedart,2,Delivered
GLM-10884,2026-04-24,Kolkata,Live Plants,Indoor Fern,1,350,120,52,Delhivery,3,Delivered
GLM-10885,2026-04-23,Kochi,Live Plants,Indoor Fern,2,350,120,50,Delhivery,4,Delivered
GLM-10886,2026-01-22,Hyderabad,Gardening Tools,Watering Can 5L,2,350,140,73,Delhivery,3,Delivered
GLM-10887,2026-04-18,Pune,Organic Fertilizers,Neem Cake Powder 2kg,1,250,90,153,Delhivery,5,Delivered
GLM-10888,2026-04-03,Bengaluru,Planters & Pots,Ceramic Mandala Pot,2,800,320,95,Shadowfax,8,Returned
GLM-10889,2026-03-28,Chennai,Planters & Pots,Ceramic Mandala Pot,1,800,320,131,Delhivery,2,Delivered
GLM-10890,2026-02-08,Bengaluru,Gardening Tools,Ergonomic Hand Trowel,1,180,70,60,Shadowfax,8,Delivered
GLM-10891,2026-03-30,Bengaluru,Gardening Tools,Watering Can 5L,1,350,140,53,Bluedart,3,Delivered
GLM-10892,2026-05-20,Kolkata,Gardening Tools,Watering Can 5L,1,350,140,74,Bluedart,2,Delivered
GLM-10893,2026-03-27,Kochi,Organic Fertilizers,Liquid Seaweed Extract,4,300,110,155,Delhivery,3,Delivered
GLM-10894,2026-03-21,Chennai,Organic Fertilizers,Vermicompost 5kg,1,400,150,173,Shadowfax,8,Delivered
GLM-10895,2026-03-19,Kochi,Live Plants,Bonsai Tree,2,1200,450,47,Delhivery,4,Delivered
GLM-10896,2026-04-25,Hyderabad,Live Plants,Money Plant,1,250,80,76,Bluedart,3,Returned
GLM-10897,2026-05-17,Pune,Gardening Tools,Ergonomic Hand Trowel,1,180,70,64,Shadowfax,8,Delivered
GLM-10898,2026-05-14,Pune,Live Plants,Succulent Trio,1,450,150,49,Bluedart,2,Delivered
GLM-10899,2026-04-19,Kochi,Live Plants,Bonsai Tree,1,1200,450,44,Bluedart,2,Delivered
GLM-10900,2026-04-05,Kochi,Planters & Pots,Terracotta Clay Pot Set,1,500,200,134,Shadowfax,7,Returned
GLM-10901,2026-05-06,Kochi,Organic Fertilizers,Vermicompost 5kg,1,400,150,165,Delhivery,5,Delivered
GLM-10902,2026-05-12,Mumbai,Organic Fertilizers,Neem Cake Powder 2kg,1,250,90,143,Shadowfax,5,Delivered
GLM-10903,2026-01-31,Kochi,Live Plants,Bonsai Tree,1,1200,450,47,Delhivery,2,Delivered
GLM-10904,2026-04-06,Hyderabad,Gardening Tools,Ergonomic Hand Trowel,1,180,70,77,Bluedart,1,Delivered
GLM-10905,2026-04-18,Bengaluru,Gardening Tools,Ergonomic Hand Trowel,1,180,70,75,Shadowfax,7,Delivered
GLM-10906,2026-03-31,Mumbai,Live Plants,Money Plant,1,250,80,64,Delhivery,5,Returned
GLM-10907,2026-05-02,Delhi NCR,Organic Fertilizers,Liquid Seaweed Extract,1,300,110,166,Delhivery,5,Delivered
GLM-10908,2026-03-25,Mumbai,Planters & Pots,Terracotta Clay Pot Set,1,500,200,132,Delhivery,4,Delivered
GLM-10909,2026-04-24,Hyderabad,Live Plants,Indoor Fern,2,350,120,47,Shadowfax,6,Delivered
GLM-10910,2026-05-24,Mumbai,Organic Fertilizers,Liquid Seaweed Extract,1,300,110,168,Bluedart,3,Delivered
GLM-10911,2026-05-02,Bengaluru,Live Plants,Indoor Fern,3,350,120,77,Delhivery,3,Delivered
GLM-10912,2026-04-24,Mumbai,Gardening Tools,Ergonomic Hand Trowel,1,180,70,51,Delhivery,2,Delivered
GLM-10913,2026-04-17,Bengaluru,Gardening Tools,Ergonomic Hand Trowel,1,180,70,58,Bluedart,1,Delivered
GLM-10914,2026-02-06,Delhi NCR,Gardening Tools,Premium Pruning Shears,1,650,260,60,Delhivery,3,Delivered
GLM-10915,2026-02-16,Bengaluru,Live Plants,Succulent Trio,1,450,150,60,Delhivery,3,Delivered
GLM-10916,2026-03-08,Kochi,Live Plants,Bonsai Tree,1,1200,450,72,Shadowfax,8,Delivered
GLM-10917,2026-05-10,Kochi,Live Plants,Succulent Trio,1,450,150,41,Delhivery,5,Delivered
GLM-10918,2026-04-15,Pune,Live Plants,Succulent Trio,1,450,150,75,Shadowfax,4,Delivered
GLM-10919,2026-02-02,Hyderabad,Planters & Pots,Terracotta Clay Pot Set,1,500,200,99,Shadowfax,8,Delivered
GLM-10920,2026-04-06,Delhi NCR,Organic Fertilizers,Liquid Seaweed Extract,3,300,110,172,Shadowfax,7,Delivered
GLM-10921,2026-04-29,Hyderabad,Organic Fertilizers,Vermicompost 5kg,1,400,150,173,Delhivery,4,Delivered
GLM-10922,2026-04-08,Chennai,Organic Fertilizers,Liquid Seaweed Extract,2,300,110,154,Delhivery,2,Delivered
GLM-10923,2026-05-25,Mumbai,Gardening Tools,Premium Pruning Shears,1,650,260,57,Bluedart,1,Delivered
GLM-10924,2026-04-21,Pune,Gardening Tools,Watering Can 5L,3,350,140,68,Shadowfax,6,Delivered
GLM-10925,2026-03-11,Pune,Gardening Tools,Ergonomic Hand Trowel,1,180,70,48,Shadowfax,6,Delivered
GLM-10926,2026-01-01,Kolkata,Live Plants,Bonsai Tree,1,1200,450,74,Delhivery,5,Returned
GLM-10927,2026-01-21,Mumbai,Live Plants,Money Plant,1,250,80,62,Delhivery,5,Returned
GLM-10928,2026-04-10,Delhi NCR,Live Plants,Bonsai Tree,1,1200,450,41,Bluedart,2,Delivered
GLM-10929,2026-03-13,Chennai,Organic Fertilizers,Vermicompost 5kg,2,400,150,134,Shadowfax,6,Delivered
GLM-10930,2026-03-01,Kolkata,Gardening Tools,Premium Pruning Shears,1,650,260,52,Shadowfax,8,Delivered
GLM-10931,2026-04-12,Mumbai,Gardening Tools,Watering Can 5L,1,350,140,76,Bluedart,3,Delivered
GLM-10932,2026-05-25,Delhi NCR,Live Plants,Indoor Fern,2,350,120,54,Bluedart,2,Delivered
GLM-10933,2026-05-14,Hyderabad,Organic Fertilizers,Liquid Seaweed Extract,1,300,110,163,Shadowfax,8,Delivered
GLM-10934,2026-05-24,Kolkata,Live Plants,Money Plant,1,250,80,60,Shadowfax,4,Delivered
GLM-10935,2026-04-21,Kochi,Gardening Tools,Premium Pruning Shears,1,650,260,42,Delhivery,5,Delivered
GLM-10936,2026-02-27,Bengaluru,Gardening Tools,Ergonomic Hand Trowel,1,180,70,61,Delhivery,2,Delivered
GLM-10937,2026-01-21,Bengaluru,Organic Fertilizers,Liquid Seaweed Extract,1,300,110,141,Bluedart,1,Delivered
GLM-10938,2026-03-21,Mumbai,Live Plants,Bonsai Tree,1,1200,450,61,Bluedart,3,Delivered
GLM-10939,2026-03-06,Pune,Live Plants,Money Plant,1,250,80,73,Delhivery,2,Delivered
GLM-10940,2026-03-02,Mumbai,Planters & Pots,Ceramic Mandala Pot,1,800,320,93,Shadowfax,4,Delivered
GLM-10941,2026-01-09,Kochi,Gardening Tools,Watering Can 5L,1,350,140,68,Bluedart,1,Delivered
GLM-10942,2026-01-15,Hyderabad,Planters & Pots,Ceramic Mandala Pot,1,800,320,114,Bluedart,3,Delivered
GLM-10943,2026-04-13,Mumbai,Planters & Pots,Ceramic Mandala Pot,2,800,320,114,Shadowfax,8,Delivered
GLM-10944,2026-04-29,Kochi,Live Plants,Succulent Trio,1,450,150,61,Shadowfax,4,Delivered
GLM-10945,2026-05-31,Pune,Live Plants,Bonsai Tree,1,1200,450,52,Shadowfax,4,Delivered
GLM-10946,2026-05-27,Delhi NCR,Gardening Tools,Ergonomic Hand Trowel,1,180,70,55,Shadowfax,8,Delivered
GLM-10947,2026-02-05,Bengaluru,Live Plants,Indoor Fern,1,350,120,74,Delhivery,4,Delivered
GLM-10948,2026-02-07,Delhi NCR,Planters & Pots,Terracotta Clay Pot Set,1,500,200,123,Delhivery,4,Delivered
GLM-10949,2026-05-31,Delhi NCR,Live Plants,Indoor Fern,1,350,120,52,Shadowfax,4,Delivered
GLM-10950,2026-02-21,Pune,Live Plants,Succulent Trio,1,450,150,61,Delhivery,5,Delivered
GLM-10951,2026-05-29,Chennai,Gardening Tools,Ergonomic Hand Trowel,1,180,70,42,Bluedart,2,Delivered
GLM-10952,2026-05-07,Pune,Live Plants,Indoor Fern,1,350,120,61,Delhivery,3,Delivered
GLM-10953,2026-04-07,Pune,Planters & Pots,Ceramic Mandala Pot,2,800,320,112,Bluedart,2,Delivered
GLM-10954,2026-01-08,Mumbai,Organic Fertilizers,Neem Cake Powder 2kg,1,250,90,143,Shadowfax,8,Delivered
GLM-10955,2026-01-12,Bengaluru,Organic Fertilizers,Vermicompost 5kg,1,400,150,141,Bluedart,2,Delivered
GLM-10956,2026-05-22,Pune,Organic Fertilizers,Vermicompost 5kg,1,400,150,163,Delhivery,2,Delivered
GLM-10957,2026-02-05,Kochi,Live Plants,Succulent Trio,3,450,150,63,Delhivery,5,Delivered
GLM-10958,2026-02-13,Kochi,Live Plants,Bonsai Tree,1,1200,450,64,Bluedart,1,Delivered
GLM-10959,2026-04-06,Chennai,Planters & Pots,Self-Watering Plastic Pot,1,220,90,124,Bluedart,3,Delivered
GLM-10960,2026-03-17,Delhi NCR,Gardening Tools,Premium Pruning Shears,1,650,260,77,Delhivery,3,Delivered
GLM-10961,2026-05-06,Pune,Live Plants,Money Plant,2,250,80,64,Shadowfax,4,Delivered
GLM-10962,2026-05-11,Chennai,Planters & Pots,Self-Watering Plastic Pot,1,220,90,120,Delhivery,4,Delivered
GLM-10963,2026-05-07,Kolkata,Gardening Tools,Watering Can 5L,1,350,140,52,Shadowfax,4,Delivered
GLM-10964,2026-04-26,Pune,Planters & Pots,Ceramic Mandala Pot,1,800,320,113,Delhivery,3,Delivered
GLM-10965,2026-03-07,Mumbai,Organic Fertilizers,Vermicompost 5kg,1,400,150,122,Shadowfax,6,Delivered
GLM-10966,2026-04-30,Chennai,Planters & Pots,Terracotta Clay Pot Set,1,500,200,110,Delhivery,4,Delivered
GLM-10967,2026-03-11,Kochi,Live Plants,Indoor Fern,1,350,120,45,Delhivery,2,Delivered
GLM-10968,2026-03-17,Mumbai,Gardening Tools,Premium Pruning Shears,1,650,260,52,Bluedart,2,Delivered
GLM-10969,2026-03-27,Pune,Gardening Tools,Ergonomic Hand Trowel,1,180,70,78,Shadowfax,6,Delivered
GLM-10970,2026-02-05,Hyderabad,Live Plants,Succulent Trio,1,450,150,77,Delhivery,5,Returned
GLM-10971,2026-01-04,Kolkata,Organic Fertilizers,Neem Cake Powder 2kg,1,250,90,153,Shadowfax,5,Delivered
GLM-10972,2026-05-31,Kolkata,Planters & Pots,Terracotta Clay Pot Set,2,500,200,134,Delhivery,3,Delivered
GLM-10973,2026-04-17,Pune,Planters & Pots,Terracotta Clay Pot Set,2,500,200,98,Bluedart,2,Delivered
GLM-10974,2026-03-20,Bengaluru,Planters & Pots,Self-Watering Plastic Pot,2,220,90,133,Delhivery,3,Delivered
GLM-10975,2026-04-14,Hyderabad,Gardening Tools,Watering Can 5L,1,350,140,61,Bluedart,1,Delivered
GLM-10976,2026-05-26,Kochi,Planters & Pots,Ceramic Mandala Pot,3,800,320,120,Bluedart,3,Delivered
GLM-10977,2026-01-28,Chennai,Planters & Pots,Self-Watering Plastic Pot,2,220,90,125,Bluedart,1,Delivered
GLM-10978,2026-02-15,Bengaluru,Planters & Pots,Ceramic Mandala Pot,1,800,320,104,Bluedart,2,Delivered
GLM-10979,2026-03-16,Mumbai,Planters & Pots,Ceramic Mandala Pot,1,800,320,116,Bluedart,1,Delivered
GLM-10980,2026-04-11,Delhi NCR,Live Plants,Indoor Fern,1,350,120,53,Delhivery,2,Delivered
GLM-10981,2026-02-03,Pune,Gardening Tools,Ergonomic Hand Trowel,2,180,70,76,Shadowfax,7,Delivered
GLM-10982,2026-03-21,Pune,Planters & Pots,Terracotta Clay Pot Set,1,500,200,115,Bluedart,2,Delivered
GLM-10983,2026-03-05,Chennai,Planters & Pots,Terracotta Clay Pot Set,1,500,200,131,Bluedart,3,Delivered
GLM-10984,2026-04-27,Chennai,Gardening Tools,Ergonomic Hand Trowel,1,180,70,79,Bluedart,2,Delivered
GLM-10985,2026-04-21,Kolkata,Planters & Pots,Self-Watering Plastic Pot,1,220,90,92,Shadowfax,4,Delivered
GLM-10986,2026-03-03,Delhi NCR,Gardening Tools,Watering Can 5L,1,350,140,53,Shadowfax,4,Delivered
GLM-10987,2026-05-07,Kochi,Live Plants,Succulent Trio,1,450,150,60,Bluedart,3,Delivered
GLM-10988,2026-04-15,Kolkata,Organic Fertilizers,Neem Cake Powder 2kg,1,250,90,160,Bluedart,2,Delivered
GLM-10989,2026-04-29,Kochi,Gardening Tools,Watering Can 5L,1,350,140,56,Bluedart,2,Delivered
GLM-10990,2026-01-30,Delhi NCR,Gardening Tools,Watering Can 5L,2,350,140,75,Delhivery,5,Delivered
GLM-10991,2026-03-04,Kolkata,Organic Fertilizers,Neem Cake Powder 2kg,2,250,90,158,Bluedart,1,Delivered
GLM-10992,2026-01-26,Delhi NCR,Gardening Tools,Premium Pruning Shears,1,650,260,40,Delhivery,3,Delivered
GLM-10993,2026-03-11,Delhi NCR,Planters & Pots,Terracotta Clay Pot Set,1,500,200,124,Shadowfax,4,Returned
GLM-10994,2026-02-25,Kolkata,Live Plants,Bonsai Tree,1,1200,450,40,Delhivery,5,Delivered
GLM-10995,2026-01-13,Kochi,Organic Fertilizers,Vermicompost 5kg,1,400,150,146,Bluedart,1,Delivered
GLM-10996,2026-01-08,Bengaluru,Gardening Tools,Premium Pruning Shears,1,650,260,46,Bluedart,1,Delivered
GLM-10997,2026-02-12,Delhi NCR,Live Plants,Money Plant,1,250,80,52,Delhivery,4,Delivered
GLM-10998,2026-02-23,Kochi,Planters & Pots,Ceramic Mandala Pot,1,800,320,90,Bluedart,2,Delivered
GLM-10999,2026-04-13,Chennai,Live Plants,Money Plant,1,250,80,57,Bluedart,1,Delivered
GLM-11000,2026-04-05,Bengaluru,Live Plants,Indoor Fern,1,350,120,46,Shadowfax,7,Returned
GLM-11001,2026-05-18,Delhi NCR,Gardening Tools,Premium Pruning Shears,1,650,260,48,Shadowfax,7,Delivered
GLM-11002,2026-03-27,Delhi NCR,Gardening Tools,Watering Can 5L,1,350,140,77,Delhivery,2,Delivered
GLM-11003,2026-04-25,Kochi,Organic Fertilizers,Liquid Seaweed Extract,1,300,110,168,Bluedart,1,Delivered
GLM-11004,2026-02-01,Hyderabad,Organic Fertilizers,Liquid Seaweed Extract,1,300,110,128,Bluedart,3,Delivered
GLM-11005,2026-04-06,Kolkata,Gardening Tools,Premium Pruning Shears,1,650,260,78,Bluedart,3,Delivered
GLM-11006,2026-04-24,Chennai,Organic Fertilizers,Neem Cake Powder 2kg,1,250,90,146,Bluedart,3,Delivered
GLM-11007,2026-03-15,Bengaluru,Organic Fertilizers,Liquid Seaweed Extract,1,300,110,178,Bluedart,1,Delivered
GLM-11008,2026-03-05,Pune,Planters & Pots,Self-Watering Plastic Pot,1,220,90,121,Delhivery,2,Delivered
GLM-11009,2026-01-18,Pune,Live Plants,Indoor Fern,3,350,120,75,Bluedart,1,Delivered
GLM-11010,2026-02-22,Pune,Live Plants,Money Plant,2,250,80,55,Delhivery,3,Delivered
GLM-11011,2026-04-19,Delhi NCR,Organic Fertilizers,Neem Cake Powder 2kg,1,250,90,170,Delhivery,3,Delivered
GLM-11012,2026-05-04,Mumbai,Gardening Tools,Ergonomic Hand Trowel,1,180,70,79,Delhivery,5,Delivered
GLM-11013,2026-04-21,Delhi NCR,Planters & Pots,Ceramic Mandala Pot,2,800,320,109,Delhivery,2,Delivered
GLM-11014,2026-05-18,Delhi NCR,Organic Fertilizers,Neem Cake Powder 2kg,1,250,90,155,Delhivery,5,Delivered
GLM-11015,2026-05-04,Mumbai,Gardening Tools,Premium Pruning Shears,2,650,260,40,Bluedart,1,Delivered
GLM-11016,2026-01-04,Chennai,Planters & Pots,Terracotta Clay Pot Set,3,500,200,109,Delhivery,4,Delivered
GLM-11017,2026-05-31,Mumbai,Planters & Pots,Ceramic Mandala Pot,4,800,320,100,Bluedart,2,Delivered
GLM-11018,2026-02-19,Kochi,Gardening Tools,Watering Can 5L,1,350,140,63,Shadowfax,7,Delivered
GLM-11019,2026-01-15,Kochi,Planters & Pots,Self-Watering Plastic Pot,1,220,90,113,Delhivery,2,Delivered
GLM-11020,2026-01-08,Delhi NCR,Gardening Tools,Watering Can 5L,1,350,140,78,Shadowfax,5,Delivered
GLM-11021,2026-05-29,Delhi NCR,Live Plants,Bonsai Tree,2,1200,450,77,Shadowfax,7,Delivered
GLM-11022,2026-01-21,Pune,Planters & Pots,Ceramic Mandala Pot,2,800,320,124,Delhivery,4,Delivered
GLM-11023,2026-04-08,Hyderabad,Planters & Pots,Self-Watering Plastic Pot,2,220,90,112,Bluedart,3,Delivered
GLM-11024,2026-02-06,Hyderabad,Organic Fertilizers,Liquid Seaweed Extract,1,300,110,172,Delhivery,2,Returned
GLM-11025,2026-05-06,Bengaluru,Live Plants,Bonsai Tree,2,1200,450,67,Delhivery,5,Delivered
GLM-11026,2026-02-13,Delhi NCR,Gardening Tools,Premium Pruning Shears,2,650,260,47,Bluedart,2,Delivered
GLM-11027,2026-04-26,Pune,Organic Fertilizers,Vermicompost 5kg,1,400,150,177,Bluedart,1,Delivered
GLM-11028,2026-04-15,Kolkata,Live Plants,Indoor Fern,1,350,120,44,Bluedart,2,Delivered
GLM-11029,2026-03-29,Bengaluru,Organic Fertilizers,Neem Cake Powder 2kg,1,250,90,168,Bluedart,1,Delivered
GLM-11030,2026-01-02,Bengaluru,Live Plants,Indoor Fern,1,350,120,57,Bluedart,2,Delivered
GLM-11031,2026-05-05,Kolkata,Gardening Tools,Watering Can 5L,1,350,140,55,Delhivery,4,Returned
GLM-11032,2026-04-03,Kochi,Planters & Pots,Self-Watering Plastic Pot,1,220,90,90,Delhivery,4,Delivered
GLM-11033,2026-04-27,Kochi,Organic Fertilizers,Vermicompost 5kg,1,400,150,168,Shadowfax,6,Delivered
GLM-11034,2026-03-05,Chennai,Planters & Pots,Self-Watering Plastic Pot,1,220,90,90,Delhivery,5,Delivered
GLM-11035,2026-03-24,Bengaluru,Gardening Tools,Premium Pruning Shears,3,650,260,54,Shadowfax,6,Delivered
GLM-11036,2026-05-05,Kochi,Live Plants,Succulent Trio,1,450,150,58,Delhivery,2,Delivered
GLM-11037,2026-02-19,Delhi NCR,Live Plants,Indoor Fern,1,350,120,75,Bluedart,2,Delivered
GLM-11038,2026-04-30,Delhi NCR,Planters & Pots,Ceramic Mandala Pot,1,800,320,100,Shadowfax,5,Delivered
GLM-11039,2026-01-23,Mumbai,Planters & Pots,Self-Watering Plastic Pot,1,220,90,104,Delhivery,5,Delivered
GLM-11040,2026-03-07,Kolkata,Live Plants,Indoor Fern,3,350,120,61,Shadowfax,7,Delivered
GLM-11041,2026-02-27,Mumbai,Gardening Tools,Ergonomic Hand Trowel,3,180,70,75,Shadowfax,7,Delivered
GLM-11042,2026-04-22,Pune,Organic Fertilizers,Neem Cake Powder 2kg,1,250,90,167,Bluedart,1,Delivered
GLM-11043,2026-02-18,Mumbai,Gardening Tools,Premium Pruning Shears,2,650,260,77,Delhivery,2,Delivered
GLM-11044,2026-05-18,Pune,Planters & Pots,Terracotta Clay Pot Set,1,500,200,128,Delhivery,3,Delivered
GLM-11045,2026-02-26,Mumbai,Planters & Pots,Ceramic Mandala Pot,1,800,320,108,Delhivery,4,Delivered
GLM-11046,2026-02-26,Kolkata,Planters & Pots,Ceramic Mandala Pot,1,800,320,134,Bluedart,3,Delivered
GLM-11047,2026-01-09,Chennai,Gardening Tools,Watering Can 5L,4,350,140,76,Bluedart,2,Returned
GLM-11048,2026-05-03,Pune,Planters & Pots,Terracotta Clay Pot Set,2,500,200,111,Delhivery,2,Returned
GLM-11049,2026-02-09,Pune,Organic Fertilizers,Liquid Seaweed Extract,2,300,110,139,Bluedart,2,Delivered
GLM-11050,2026-02-10,Bengaluru,Planters & Pots,Terracotta Clay Pot Set,1,500,200,115,Delhivery,4,Delivered
GLM-11051,2026-01-19,Hyderabad,Gardening Tools,Watering Can 5L,3,350,140,48,Shadowfax,8,Delivered
GLM-11052,2026-03-24,Bengaluru,Gardening Tools,Ergonomic Hand Trowel,1,180,70,70,Shadowfax,5,Delivered
GLM-11053,2026-03-16,Delhi NCR,Organic Fertilizers,Vermicompost 5kg,2,400,150,143,Bluedart,3,Delivered
GLM-11054,2026-05-28,Mumbai,Organic Fertilizers,Neem Cake Powder 2kg,3,250,90,126,Delhivery,3,Delivered
GLM-11055,2026-04-02,Kolkata,Organic Fertilizers,Vermicompost 5kg,1,400,150,129,Shadowfax,6,Delivered
GLM-11056,2026-04-14,Pune,Live Plants,Bonsai Tree,1,1200,450,51,Delhivery,4,Delivered
GLM-11057,2026-04-07,Mumbai,Planters & Pots,Self-Watering Plastic Pot,1,220,90,97,Shadowfax,7,Delivered
GLM-11058,2026-01-30,Mumbai,Live Plants,Money Plant,1,250,80,76,Shadowfax,5,Delivered
GLM-11059,2026-05-27,Kolkata,Gardening Tools,Watering Can 5L,2,350,140,67,Shadowfax,5,Delivered
GLM-11060,2026-03-18,Delhi NCR,Live Plants,Succulent Trio,1,450,150,41,Shadowfax,5,Delivered
GLM-11061,2026-04-11,Kolkata,Live Plants,Bonsai Tree,2,1200,450,51,Bluedart,3,Delivered
GLM-11062,2026-02-16,Bengaluru,Planters & Pots,Terracotta Clay Pot Set,1,500,200,100,Bluedart,3,Delivered
GLM-11063,2026-01-23,Hyderabad,Live Plants,Bonsai Tree,4,1200,450,74,Shadowfax,6,Delivered
GLM-11064,2026-02-13,Kochi,Live Plants,Indoor Fern,1,350,120,68,Shadowfax,6,Delivered
GLM-11065,2026-02-05,Kolkata,Gardening Tools,Watering Can 5L,3,350,140,42,Delhivery,3,Delivered
GLM-11066,2026-03-02,Bengaluru,Organic Fertilizers,Vermicompost 5kg,1,400,150,133,Bluedart,1,Delivered
GLM-11067,2026-04-02,Hyderabad,Organic Fertilizers,Liquid Seaweed Extract,1,300,110,144,Bluedart,3,Delivered
GLM-11068,2026-02-11,Kochi,Planters & Pots,Ceramic Mandala Pot,3,800,320,99,Shadowfax,7,Returned
